return_id,order_id,product_id,return_reason,return_status,return_date
RET0008668,ORD0093487,PROD005458,Quality Issue,refunded,2024-03-09
RET0008669,ORD0024082,PROD003625,Quality Issue,requested,2024-03-31
RET0008670,ORD0028768,PROD002511,Late Delivery,requested,2021-05-29
RET0008671,ORD0073054,PROD006451,Quality Issue,refunded,2021-06-26
RET0008672,ORD0077792,PROD005117,Late Delivery,approved,2022-07-29
RET0008673,ORD0001182,PROD005006,Damaged Item,refunded,2021-09-22
RET0008674,ORD0042891,PROD002697,Quality Issue,requested,2023-06-27
RET0008675,ORD0080951,PROD007449,Late Delivery,picked_up,2021-03-07
RET0008676,ORD0056055,PROD000240,Changed Mind,requested,2021-12-11
RET0008677,ORD0075052,PROD007943,Damaged Item,picked_up,2024-03-12
RET0008678,ORD0002699,PROD005812,Quality Issue,approved,2023-04-17
RET0008679,ORD0110116,PROD007936,Quality Issue,requested,2022-08-17
RET0008680,ORD0042136,PROD002395,Changed Mind,requested,2023-05-16
RET0008681,ORD0051116,PROD003534,Size Issue,requested,2024-04-15
RET0008682,ORD0070258,PROD004837,Changed Mind,requested,2022-08-18
RET0008683,ORD0021322,PROD007833,Size Issue,refunded,2023-05-04
RET0008684,ORD0090207,PROD001287,Late Delivery,requested,2023-01-03
RET0008685,ORD0093092,PROD000261,Changed Mind,refunded,2021-04-13
RET0008686,ORD0042198,PROD000093,Changed Mind,picked_up,2022-06-01
RET0008687,ORD0074340,PROD007692,Damaged Item,approved,2021-08-07
RET0008688,ORD0073749,PROD007491,Size Issue,approved,2022-02-19
RET0008689,ORD0036049,PROD007678,Wrong Item,picked_up,2023-04-10
RET0008690,ORD0093871,PROD004354,Changed Mind,picked_up,2024-02-29
RET0008691,ORD0021406,PROD004537,Quality Issue,refunded,2021-03-28
RET0008692,ORD0009585,PROD005043,Size Issue,picked_up,2022-02-26
RET0008693,ORD0079735,PROD003751,Wrong Item,requested,2023-04-23
RET0008694,ORD0025259,PROD006682,Changed Mind,approved,2022-10-30
RET0008695,ORD0053978,PROD006307,Changed Mind,refunded,2021-08-02
RET0008696,ORD0003537,PROD001551,Changed Mind,approved,2023-10-26
RET0008697,ORD0053911,PROD006855,Changed Mind,refunded,2021-06-20
RET0008698,ORD0057141,PROD005712,Damaged Item,approved,2023-05-08
RET0008699,ORD0034398,PROD005012,Wrong Item,requested,2021-07-03
RET0008700,ORD0053657,PROD002610,Wrong Item,approved,2021-04-22
RET0008701,ORD0057208,PROD005850,Late Delivery,requested,2021-03-26
RET0008702,ORD0040821,PROD006140,Quality Issue,picked_up,2023-12-20
RET0008703,ORD0101442,PROD006851,Changed Mind,requested,2023-03-20
RET0008704,ORD0092061,PROD002564,Wrong Item,refunded,2023-09-08
RET0008705,ORD0113228,PROD002406,Wrong Item,requested,2022-05-23
RET0008706,ORD0009913,PROD000791,Damaged Item,requested,2022-03-03
RET0008707,ORD0098173,PROD000805,Wrong Item,approved,2024-01-31
RET0008708,ORD0116368,PROD001699,Damaged Item,refunded,2023-02-19
RET0008709,ORD0011987,PROD007162,Wrong Item,refunded,2023-06-02
RET0008710,ORD0057849,PROD002647,Changed Mind,approved,2024-04-30
RET0008711,ORD0118417,PROD007535,Late Delivery,refunded,2022-02-09
RET0008712,ORD0101277,PROD003847,Late Delivery,refunded,2022-04-23
RET0008713,ORD0040134,PROD001324,Damaged Item,requested,2022-06-19
RET0008714,ORD0037174,PROD004616,Changed Mind,picked_up,2021-04-20
RET0008715,ORD0093040,PROD006734,Quality Issue,requested,2022-02-13
RET0008716,ORD0056806,PROD005137,Changed Mind,requested,2022-03-12
RET0008717,ORD0089298,PROD005030,Damaged Item,approved,2022-06-24
RET0008718,ORD0096375,PROD006771,Damaged Item,approved,2021-02-16
RET0008719,ORD0114197,PROD007802,Damaged Item,requested,2023-02-02
RET0008720,ORD0052306,PROD000513,Wrong Item,refunded,2022-07-25
RET0008721,ORD0019068,PROD002390,Size Issue,picked_up,2024-02-06
RET0008722,ORD0103212,PROD002435,Changed Mind,approved,2022-01-03
RET0008723,ORD0104389,PROD004313,Changed Mind,requested,2022-09-15
RET0008724,ORD0064885,PROD006386,Late Delivery,requested,2023-12-09
RET0008725,ORD0015606,PROD005757,Late Delivery,requested,2022-04-30
RET0008726,ORD0042925,PROD001053,Late Delivery,requested,2024-03-15
RET0008727,ORD0046196,PROD003866,Size Issue,approved,2024-02-08
RET0008728,ORD0069667,PROD001351,Damaged Item,requested,2023-10-16
RET0008729,ORD0058908,PROD000481,Changed Mind,picked_up,2022-12-14
RET0008730,ORD0066463,PROD004752,Damaged Item,requested,2023-12-20
RET0008731,ORD0105150,PROD003235,Late Delivery,refunded,2024-04-16
RET0008732,ORD0008546,PROD007829,Late Delivery,refunded,2023-11-16
RET0008733,ORD0071831,PROD001400,Changed Mind,requested,2023-07-09
RET0008734,ORD0107456,PROD007923,Quality Issue,approved,2021-09-05
RET0008735,ORD0020843,PROD000580,Changed Mind,picked_up,2021-10-13
RET0008736,ORD0045359,PROD001515,Damaged Item,requested,2023-12-23
RET0008737,ORD0113887,PROD001941,Quality Issue,picked_up,2023-05-01
RET0008738,ORD0099178,PROD004699,Wrong Item,approved,2021-11-09
RET0008739,ORD0015822,PROD004836,Damaged Item,requested,2022-02-28
RET0008740,ORD0030198,PROD004205,Quality Issue,picked_up,2022-03-04
RET0008741,ORD0029754,PROD007874,Size Issue,picked_up,2021-07-26
RET0008742,ORD0035225,PROD005445,Damaged Item,requested,2022-03-15
RET0008743,ORD0109685,PROD000133,Quality Issue,refunded,2021-06-28
RET0008744,ORD0112841,PROD002080,Changed Mind,requested,2024-03-17
RET0008745,ORD0077952,PROD006112,Size Issue,requested,2021-02-12
RET0008746,ORD0095812,PROD000493,Size Issue,requested,2022-11-16
RET0008747,ORD0106850,PROD006040,Late Delivery,approved,2023-05-14
RET0008748,ORD0082648,PROD005408,Quality Issue,requested,2021-09-26
RET0008749,ORD0024998,PROD000120,Quality Issue,approved,2023-06-24
RET0008750,ORD0062074,PROD006859,Quality Issue,requested,2022-08-27
RET0008751,ORD0077912,PROD001217,Quality Issue,picked_up,2023-07-30
RET0008752,ORD0013388,PROD000138,Wrong Item,requested,2021-04-13
RET0008753,ORD0094758,PROD002447,Quality Issue,requested,2023-04-13
RET0008754,ORD0063678,PROD003230,Wrong Item,approved,2021-05-03
RET0008755,ORD0066803,PROD006018,Wrong Item,refunded,2022-06-21
RET0008756,ORD0059963,PROD001518,Damaged Item,refunded,2022-05-24
RET0008757,ORD0062539,PROD005128,Wrong Item,picked_up,2021-11-21
RET0008758,ORD0018671,PROD006852,Damaged Item,refunded,2021-05-17
RET0008759,ORD0046254,PROD007406,Size Issue,approved,2021-07-27
RET0008760,ORD0015378,PROD005047,Late Delivery,refunded,2022-08-21
RET0008761,ORD0081556,PROD006051,Changed Mind,refunded,2022-04-08
RET0008762,ORD0095487,PROD007065,Late Delivery,requested,2023-05-16
RET0008763,ORD0090261,PROD006660,Late Delivery,requested,2023-02-24
RET0008764,ORD0070379,PROD003716,Changed Mind,picked_up,2021-10-15
RET0008765,ORD0056653,PROD000891,Changed Mind,refunded,2022-12-31
RET0008766,ORD0119181,PROD004026,Changed Mind,refunded,2022-11-29
RET0008767,ORD0083796,PROD006123,Size Issue,refunded,2022-02-06
RET0008768,ORD0060299,PROD001545,Size Issue,refunded,2021-07-25
RET0008769,ORD0002626,PROD001983,Damaged Item,requested,2022-08-08
RET0008770,ORD0003930,PROD005048,Damaged Item,requested,2022-08-01
RET0008771,ORD0007617,PROD002061,Quality Issue,requested,2024-03-05
RET0008772,ORD0023747,PROD005311,Damaged Item,requested,2022-01-25
RET0008773,ORD0105231,PROD005203,Damaged Item,requested,2023-03-18
RET0008774,ORD0049780,PROD006932,Wrong Item,requested,2024-03-22
RET0008775,ORD0014176,PROD001573,Changed Mind,refunded,2024-03-12
RET0008776,ORD0018569,PROD001232,Size Issue,picked_up,2021-09-30
RET0008777,ORD0104888,PROD004181,Late Delivery,refunded,2022-09-07
RET0008778,ORD0033817,PROD006780,Quality Issue,approved,2023-04-06
RET0008779,ORD0013862,PROD005900,Changed Mind,requested,2022-08-31
RET0008780,ORD0064553,PROD005383,Damaged Item,refunded,2024-03-24
RET0008781,ORD0091895,PROD005295,Size Issue,refunded,2021-03-23
RET0008782,ORD0023615,PROD003332,Size Issue,picked_up,2023-09-27
RET0008783,ORD0060480,PROD002412,Late Delivery,picked_up,2021-06-08
RET0008784,ORD0029156,PROD001796,Changed Mind,picked_up,2021-03-05
RET0008785,ORD0081281,PROD005213,Quality Issue,approved,2023-07-12
RET0008786,ORD0038046,PROD002967,Late Delivery,refunded,2024-02-18
RET0008787,ORD0083924,PROD007078,Quality Issue,picked_up,2023-01-16
RET0008788,ORD0071648,PROD002815,Late Delivery,requested,2021-10-25
RET0008789,ORD0020167,PROD005844,Quality Issue,requested,2023-09-10
RET0008790,ORD0022056,PROD002856,Late Delivery,requested,2022-06-22
RET0008791,ORD0021161,PROD005999,Late Delivery,requested,2023-04-10
RET0008792,ORD0047182,PROD002807,Wrong Item,refunded,2023-05-26
RET0008793,ORD0076070,PROD004748,Quality Issue,picked_up,2024-03-31
RET0008794,ORD0051386,PROD007946,Quality Issue,picked_up,2023-05-18
RET0008795,ORD0076565,PROD004746,Changed Mind,refunded,2021-11-24
RET0008796,ORD0078582,PROD006575,Late Delivery,picked_up,2021-09-07
RET0008797,ORD0113205,PROD003029,Quality Issue,refunded,2022-04-24
RET0008798,ORD0084966,PROD001413,Changed Mind,picked_up,2023-09-11
RET0008799,ORD0071984,PROD002049,Late Delivery,refunded,2022-09-29
RET0008800,ORD0097839,PROD004940,Size Issue,refunded,2021-06-18
RET0008801,ORD0037942,PROD005963,Quality Issue,picked_up,2023-02-11
RET0008802,ORD0066891,PROD005277,Quality Issue,approved,2021-10-06
RET0008803,ORD0045277,PROD007186,Late Delivery,requested,2022-09-20
RET0008804,ORD0042045,PROD002325,Damaged Item,approved,2021-11-06
RET0008805,ORD0050127,PROD006485,Wrong Item,requested,2023-01-28
RET0008806,ORD0018548,PROD003096,Damaged Item,approved,2023-04-24
RET0008807,ORD0094483,PROD003325,Quality Issue,requested,2023-05-31
RET0008808,ORD0105122,PROD000623,Late Delivery,refunded,2023-10-03
RET0008809,ORD0090381,PROD001902,Quality Issue,approved,2022-10-28
RET0008810,ORD0009618,PROD000125,Quality Issue,approved,2021-06-17
RET0008811,ORD0114477,PROD007798,Wrong Item,requested,2022-03-04
RET0008812,ORD0000735,PROD007642,Changed Mind,picked_up,2022-10-06
RET0008813,ORD0039727,PROD006636,Changed Mind,requested,2022-05-17
RET0008814,ORD0104811,PROD007922,Changed Mind,approved,2023-10-27
RET0008815,ORD0115903,PROD000106,Late Delivery,approved,2023-04-12
RET0008816,ORD0005429,PROD007743,Quality Issue,requested,2023-10-23
RET0008817,ORD0089204,PROD003919,Wrong Item,approved,2022-07-16
RET0008818,ORD0065468,PROD003606,Damaged Item,requested,2021-02-15
RET0008819,ORD0086457,PROD005713,Changed Mind,approved,2021-04-25
RET0008820,ORD0084481,PROD001264,Late Delivery,approved,2023-09-17
RET0008821,ORD0027038,PROD004933,Size Issue,requested,2022-11-01
RET0008822,ORD0070179,PROD000531,Size Issue,approved,2023-09-17
RET0008823,ORD0053209,PROD004678,Changed Mind,approved,2023-04-26
RET0008824,ORD0046529,PROD005973,Changed Mind,picked_up,2023-05-09
RET0008825,ORD0049322,PROD007826,Changed Mind,requested,2023-04-29
RET0008826,ORD0042632,PROD004650,Damaged Item,requested,2021-02-13
RET0008827,ORD0035931,PROD004021,Quality Issue,picked_up,2022-08-17
RET0008828,ORD0025558,PROD006549,Late Delivery,approved,2023-10-21
RET0008829,ORD0000301,PROD003998,Quality Issue,refunded,2021-07-02
RET0008830,ORD0100024,PROD003058,Late Delivery,approved,2023-07-16
RET0008831,ORD0007014,PROD006923,Changed Mind,requested,2023-11-01
RET0008832,ORD0103491,PROD001206,Size Issue,requested,2024-04-27
RET0008833,ORD0114818,PROD001147,Wrong Item,picked_up,2022-07-27
RET0008834,ORD0035334,PROD000957,Late Delivery,refunded,2024-01-26
RET0008835,ORD0110124,PROD000171,Quality Issue,requested,2022-02-26
RET0008836,ORD0036148,PROD003319,Late Delivery,refunded,2023-01-19
RET0008837,ORD0110757,PROD005428,Quality Issue,picked_up,2022-01-29
RET0008838,ORD0017490,PROD001858,Wrong Item,approved,2021-10-24
RET0008839,ORD0023105,PROD003811,Size Issue,refunded,2021-09-27
RET0008840,ORD0060113,PROD004082,Changed Mind,approved,2022-12-27
RET0008841,ORD0020379,PROD006635,Damaged Item,refunded,2022-04-23
RET0008842,ORD0073929,PROD001988,Wrong Item,refunded,2022-03-01
RET0008843,ORD0002985,PROD000463,Size Issue,requested,2022-04-18
RET0008844,ORD0067942,PROD001331,Late Delivery,requested,2024-05-01
RET0008845,ORD0053010,PROD004373,Size Issue,requested,2021-03-01
RET0008846,ORD0000691,PROD002142,Changed Mind,requested,2023-01-29
RET0008847,ORD0116529,PROD002495,Size Issue,approved,2022-05-16
RET0008848,ORD0048880,PROD005856,Changed Mind,picked_up,2021-05-28
RET0008849,ORD0034365,PROD003123,Damaged Item,refunded,2022-05-19
RET0008850,ORD0028943,PROD001741,Quality Issue,requested,2022-10-20
RET0008851,ORD0062231,PROD007003,Late Delivery,requested,2024-05-01
RET0008852,ORD0053368,PROD000926,Size Issue,approved,2024-05-09
RET0008853,ORD0035085,PROD005004,Quality Issue,refunded,2024-04-11
RET0008854,ORD0082983,PROD004488,Size Issue,approved,2021-10-09
RET0008855,ORD0002191,PROD004401,Wrong Item,approved,2023-05-12
RET0008856,ORD0005322,PROD006359,Size Issue,picked_up,2021-08-15
RET0008857,ORD0054598,PROD007299,Wrong Item,requested,2021-06-14
RET0008858,ORD0064187,PROD000702,Late Delivery,refunded,2023-11-30
RET0008859,ORD0107123,PROD002701,Size Issue,picked_up,2021-10-02
RET0008860,ORD0115566,PROD000361,Damaged Item,approved,2023-03-03
RET0008861,ORD0085378,PROD004896,Wrong Item,approved,2023-04-21
RET0008862,ORD0087116,PROD004812,Late Delivery,approved,2023-01-24
RET0008863,ORD0007763,PROD002666,Wrong Item,requested,2022-06-04
RET0008864,ORD0030374,PROD004897,Late Delivery,refunded,2021-10-07
RET0008865,ORD0112647,PROD004659,Damaged Item,requested,2022-01-05
RET0008866,ORD0099425,PROD001233,Changed Mind,picked_up,2023-10-10
RET0008867,ORD0097127,PROD002910,Damaged Item,picked_up,2021-12-26
RET0008868,ORD0018832,PROD000816,Quality Issue,approved,2022-05-31
RET0008869,ORD0114362,PROD006536,Late Delivery,requested,2023-05-09
RET0008870,ORD0005671,PROD004036,Damaged Item,refunded,2022-05-06
RET0008871,ORD0030804,PROD002603,Changed Mind,requested,2021-08-14
RET0008872,ORD0099063,PROD003277,Changed Mind,refunded,2022-07-21
RET0008873,ORD0053808,PROD000768,Quality Issue,refunded,2021-11-30
RET0008874,ORD0032128,PROD007125,Size Issue,requested,2021-08-29
RET0008875,ORD0060045,PROD004952,Damaged Item,requested,2022-11-21
RET0008876,ORD0108599,PROD005264,Size Issue,approved,2024-03-22
RET0008877,ORD0058329,PROD006029,Damaged Item,requested,2023-10-20
RET0008878,ORD0016330,PROD002713,Damaged Item,refunded,2022-11-10
RET0008879,ORD0102176,PROD005843,Damaged Item,approved,2022-01-07
RET0008880,ORD0108965,PROD006512,Damaged Item,refunded,2022-07-28
RET0008881,ORD0108058,PROD002688,Damaged Item,approved,2021-04-13
RET0008882,ORD0026649,PROD007462,Damaged Item,approved,2021-08-22
RET0008883,ORD0024680,PROD003729,Quality Issue,picked_up,2024-05-14
RET0008884,ORD0008070,PROD006467,Size Issue,picked_up,2022-03-09
RET0008885,ORD0026830,PROD000586,Wrong Item,picked_up,2023-05-12
RET0008886,ORD0113419,PROD003061,Damaged Item,picked_up,2022-03-16
RET0008887,ORD0110922,PROD007128,Changed Mind,refunded,2023-12-28
RET0008888,ORD0058855,PROD007689,Changed Mind,picked_up,2023-09-18
RET0008889,ORD0113195,PROD003051,Wrong Item,refunded,2024-04-22
RET0008890,ORD0045839,PROD002594,Changed Mind,requested,2023-10-04
RET0008891,ORD0067828,PROD007477,Size Issue,picked_up,2022-02-22
RET0008892,ORD0002096,PROD001343,Changed Mind,refunded,2022-01-17
RET0008893,ORD0056432,PROD003292,Size Issue,picked_up,2022-07-07
RET0008894,ORD0040265,PROD002706,Size Issue,approved,2023-12-02
RET0008895,ORD0088151,PROD005440,Size Issue,approved,2022-06-01
RET0008896,ORD0102283,PROD000861,Wrong Item,approved,2021-10-01
RET0008897,ORD0094668,PROD005398,Late Delivery,refunded,2023-03-02
RET0008898,ORD0021585,PROD007046,Changed Mind,approved,2023-02-07
RET0008899,ORD0058621,PROD006392,Quality Issue,requested,2022-10-10
RET0008900,ORD0069048,PROD002240,Changed Mind,approved,2022-07-11
RET0008901,ORD0065737,PROD007631,Wrong Item,picked_up,2021-10-07
RET0008902,ORD0020617,PROD006110,Quality Issue,approved,2021-09-04
RET0008903,ORD0093323,PROD002219,Damaged Item,requested,2023-01-24
RET0008904,ORD0024860,PROD002055,Size Issue,approved,2022-10-16
RET0008905,ORD0101298,PROD006662,Damaged Item,requested,2023-09-03
RET0008906,ORD0096764,PROD007810,Late Delivery,approved,2021-08-04
RET0008907,ORD0103200,PROD002843,Size Issue,approved,2021-07-10
RET0008908,ORD0114900,PROD001328,Size Issue,picked_up,2022-09-10
RET0008909,ORD0021774,PROD000330,Damaged Item,picked_up,2022-11-22
RET0008910,ORD0023962,PROD007021,Damaged Item,refunded,2021-08-24
RET0008911,ORD0075747,PROD005239,Wrong Item,approved,2022-04-17
RET0008912,ORD0108153,PROD002713,Wrong Item,requested,2021-07-07
RET0008913,ORD0064276,PROD006451,Damaged Item,refunded,2022-09-03
RET0008914,ORD0059820,PROD003195,Changed Mind,requested,2023-08-17
RET0008915,ORD0094229,PROD007338,Wrong Item,picked_up,2023-10-19
RET0008916,ORD0104583,PROD007772,Size Issue,refunded,2021-10-12
RET0008917,ORD0030596,PROD001885,Late Delivery,refunded,2024-04-18
RET0008918,ORD0005642,PROD005842,Quality Issue,requested,2022-09-12
RET0008919,ORD0104437,PROD006910,Late Delivery,requested,2024-01-19
RET0008920,ORD0036776,PROD004420,Damaged Item,refunded,2023-04-16
RET0008921,ORD0070385,PROD002045,Quality Issue,refunded,2021-02-21
RET0008922,ORD0056034,PROD000615,Damaged Item,requested,2023-04-23
RET0008923,ORD0046607,PROD006265,Late Delivery,refunded,2022-11-07
RET0008924,ORD0015584,PROD005404,Damaged Item,requested,2021-08-18
RET0008925,ORD0054120,PROD001684,Damaged Item,requested,2022-12-18
RET0008926,ORD0070081,PROD006206,Late Delivery,approved,2022-11-25
RET0008927,ORD0035816,PROD004477,Size Issue,requested,2023-04-04
RET0008928,ORD0062326,PROD005245,Late Delivery,refunded,2023-05-11
RET0008929,ORD0046192,PROD006792,Wrong Item,refunded,2023-07-16
RET0008930,ORD0025723,PROD005297,Changed Mind,requested,2021-11-20
RET0008931,ORD0110035,PROD002060,Late Delivery,requested,2021-04-08
RET0008932,ORD0088203,PROD005867,Size Issue,refunded,2021-04-15
RET0008933,ORD0015376,PROD000877,Wrong Item,approved,2022-12-07
RET0008934,ORD0025445,PROD001999,Wrong Item,requested,2021-09-18
RET0008935,ORD0013816,PROD001350,Size Issue,approved,2022-10-01
RET0008936,ORD0028169,PROD005549,Quality Issue,approved,2021-05-17
RET0008937,ORD0077830,PROD003737,Size Issue,picked_up,2022-11-16
RET0008938,ORD0037120,PROD002443,Late Delivery,requested,2024-02-08
RET0008939,ORD0104299,PROD007504,Late Delivery,requested,2023-11-18
RET0008940,ORD0015816,PROD001632,Changed Mind,approved,2023-06-11
RET0008941,ORD0006283,PROD000830,Late Delivery,requested,2023-01-12
RET0008942,ORD0006146,PROD005324,Size Issue,requested,2021-03-14
RET0008943,ORD0066342,PROD002984,Wrong Item,requested,2023-02-19
RET0008944,ORD0069096,PROD003967,Quality Issue,requested,2021-09-14
RET0008945,ORD0070155,PROD007558,Late Delivery,picked_up,2023-03-03
RET0008946,ORD0090122,PROD004664,Late Delivery,refunded,2021-08-10
RET0008947,ORD0055965,PROD001309,Quality Issue,approved,2024-03-27
RET0008948,ORD0119941,PROD000449,Wrong Item,requested,2022-10-30
RET0008949,ORD0012241,PROD006266,Quality Issue,refunded,2023-04-26
RET0008950,ORD0069003,PROD000954,Damaged Item,refunded,2022-05-24
RET0008951,ORD0103643,PROD006996,Changed Mind,refunded,2024-02-01
RET0008952,ORD0032256,PROD004211,Late Delivery,requested,2021-08-01
RET0008953,ORD0096746,PROD002883,Size Issue,approved,2022-02-28
RET0008954,ORD0092568,PROD007432,Damaged Item,refunded,2022-05-14
RET0008955,ORD0084500,PROD002694,Size Issue,refunded,2021-05-23
RET0008956,ORD0030773,PROD002560,Wrong Item,picked_up,2021-11-17
RET0008957,ORD0003432,PROD003101,Damaged Item,approved,2022-07-16
RET0008958,ORD0110461,PROD006866,Quality Issue,refunded,2022-01-03
RET0008959,ORD0075458,PROD004816,Quality Issue,picked_up,2021-04-17
RET0008960,ORD0108644,PROD005033,Changed Mind,refunded,2021-01-31
RET0008961,ORD0113602,PROD001061,Quality Issue,approved,2023-09-21
RET0008962,ORD0118782,PROD007078,Size Issue,requested,2021-10-08
RET0008963,ORD0026705,PROD000042,Size Issue,refunded,2023-03-12
RET0008964,ORD0005678,PROD000615,Quality Issue,refunded,2024-01-22
RET0008965,ORD0070490,PROD000404,Size Issue,picked_up,2021-05-03
RET0008966,ORD0037728,PROD002274,Size Issue,requested,2022-01-14
RET0008967,ORD0113158,PROD000491,Changed Mind,approved,2021-08-19
RET0008968,ORD0091243,PROD004745,Size Issue,picked_up,2023-02-23
RET0008969,ORD0068921,PROD002334,Wrong Item,refunded,2023-08-03
RET0008970,ORD0063945,PROD002088,Damaged Item,refunded,2023-06-06
RET0008971,ORD0098526,PROD006329,Size Issue,requested,2022-01-04
RET0008972,ORD0024144,PROD004018,Quality Issue,picked_up,2022-10-31
RET0008973,ORD0105560,PROD007854,Changed Mind,picked_up,2022-11-08
RET0008974,ORD0082297,PROD006104,Changed Mind,requested,2022-08-09
RET0008975,ORD0023953,PROD003537,Changed Mind,approved,2023-12-02
RET0008976,ORD0055497,PROD006377,Size Issue,refunded,2022-01-27
RET0008977,ORD0083278,PROD004516,Late Delivery,refunded,2024-03-26
RET0008978,ORD0117263,PROD000859,Damaged Item,refunded,2021-10-18
RET0008979,ORD0062283,PROD004297,Wrong Item,requested,2022-02-13
RET0008980,ORD0082427,PROD004642,Quality Issue,refunded,2022-04-01
RET0008981,ORD0044180,PROD003627,Wrong Item,approved,2022-07-09
RET0008982,ORD0056484,PROD002887,Size Issue,requested,2023-09-09
RET0008983,ORD0055565,PROD006656,Damaged Item,refunded,2023-07-30
RET0008984,ORD0099605,PROD006474,Wrong Item,requested,2023-05-31
RET0008985,ORD0106844,PROD004037,Quality Issue,picked_up,2021-06-13
RET0008986,ORD0067407,PROD003962,Quality Issue,refunded,2021-09-18
RET0008987,ORD0093226,PROD000721,Wrong Item,requested,2021-11-01
RET0008988,ORD0013707,PROD003009,Damaged Item,requested,2023-12-17
RET0008989,ORD0059271,PROD007571,Size Issue,picked_up,2023-02-01
RET0008990,ORD0110730,PROD006788,Size Issue,requested,2021-04-07
RET0008991,ORD0003443,PROD004148,Size Issue,approved,2021-09-21
RET0008992,ORD0030667,PROD006742,Size Issue,picked_up,2021-02-09
RET0008993,ORD0049481,PROD000361,Wrong Item,requested,2024-04-11
RET0008994,ORD0012052,PROD007961,Size Issue,refunded,2023-10-12
RET0008995,ORD0074487,PROD001178,Size Issue,requested,2021-06-08
RET0008996,ORD0070253,PROD003597,Changed Mind,picked_up,2021-03-31
RET0008997,ORD0044280,PROD002290,Quality Issue,picked_up,2022-04-26
RET0008998,ORD0083605,PROD003882,Quality Issue,requested,2023-06-18
RET0008999,ORD0023189,PROD004514,Late Delivery,refunded,2024-03-09
RET0009000,ORD0028205,PROD003463,Changed Mind,approved,2023-08-20
RET0009001,ORD0089302,PROD007765,Quality Issue,refunded,2021-12-01
RET0009002,ORD0069815,PROD004418,Quality Issue,approved,2022-05-10
RET0009003,ORD0069865,PROD001856,Quality Issue,picked_up,2023-08-10
RET0009004,ORD0029428,PROD003977,Size Issue,approved,2021-12-20
RET0009005,ORD0083097,PROD002916,Changed Mind,approved,2023-07-10
RET0009006,ORD0106918,PROD004129,Quality Issue,refunded,2024-04-07
RET0009007,ORD0097339,PROD006390,Size Issue,requested,2022-03-17
RET0009008,ORD0037657,PROD004069,Damaged Item,approved,2021-07-16
RET0009009,ORD0106507,PROD001420,Size Issue,picked_up,2021-08-20
RET0009010,ORD0018718,PROD005743,Damaged Item,refunded,2021-09-05
RET0009011,ORD0100553,PROD000827,Wrong Item,approved,2024-02-09
RET0009012,ORD0106340,PROD004795,Wrong Item,picked_up,2023-01-16
RET0009013,ORD0113691,PROD005547,Damaged Item,requested,2023-03-01
RET0009014,ORD0083305,PROD005085,Wrong Item,refunded,2021-06-03
RET0009015,ORD0058861,PROD007554,Size Issue,approved,2023-02-23
RET0009016,ORD0010698,PROD004581,Changed Mind,requested,2023-01-29
RET0009017,ORD0080779,PROD002919,Late Delivery,requested,2022-04-14
RET0009018,ORD0073226,PROD007830,Wrong Item,refunded,2022-07-23
RET0009019,ORD0018094,PROD006391,Wrong Item,refunded,2021-09-05
RET0009020,ORD0039765,PROD001546,Quality Issue,approved,2023-07-03
RET0009021,ORD0037265,PROD001648,Late Delivery,requested,2021-04-11
RET0009022,ORD0053414,PROD004443,Late Delivery,requested,2021-11-11
RET0009023,ORD0106322,PROD007643,Late Delivery,requested,2021-11-10
RET0009024,ORD0066017,PROD006512,Changed Mind,picked_up,2022-01-25
RET0009025,ORD0032378,PROD002037,Changed Mind,approved,2021-07-25
RET0009026,ORD0040719,PROD003497,Wrong Item,approved,2022-09-19
RET0009027,ORD0073110,PROD004288,Damaged Item,picked_up,2022-12-17
RET0009028,ORD0089319,PROD001671,Late Delivery,refunded,2024-01-23
RET0009029,ORD0018397,PROD002600,Changed Mind,requested,2021-09-25
RET0009030,ORD0013984,PROD000321,Wrong Item,picked_up,2023-01-19
RET0009031,ORD0049944,PROD002451,Wrong Item,picked_up,2023-08-01
RET0009032,ORD0030992,PROD001598,Changed Mind,refunded,2021-05-23
RET0009033,ORD0032492,PROD000298,Size Issue,requested,2022-12-15
RET0009034,ORD0012924,PROD004017,Size Issue,picked_up,2023-08-03
RET0009035,ORD0112009,PROD000479,Changed Mind,approved,2021-05-10
RET0009036,ORD0042978,PROD006598,Wrong Item,picked_up,2022-05-11
RET0009037,ORD0098335,PROD007591,Damaged Item,approved,2023-05-28
RET0009038,ORD0010028,PROD003145,Wrong Item,refunded,2023-04-18
RET0009039,ORD0003295,PROD003799,Size Issue,picked_up,2021-12-06
RET0009040,ORD0094864,PROD005229,Quality Issue,picked_up,2022-08-18
RET0009041,ORD0071483,PROD006859,Damaged Item,approved,2022-10-20
RET0009042,ORD0027252,PROD001416,Size Issue,requested,2023-11-22
RET0009043,ORD0016114,PROD005472,Wrong Item,approved,2021-09-23
RET0009044,ORD0104766,PROD006706,Quality Issue,refunded,2023-08-14
RET0009045,ORD0034896,PROD006392,Late Delivery,requested,2024-04-24
RET0009046,ORD0014208,PROD000759,Changed Mind,picked_up,2024-02-03
RET0009047,ORD0068409,PROD006215,Changed Mind,requested,2024-01-05
RET0009048,ORD0106607,PROD003559,Late Delivery,picked_up,2021-10-12
RET0009049,ORD0103493,PROD004519,Changed Mind,refunded,2023-05-19
RET0009050,ORD0081821,PROD002746,Changed Mind,picked_up,2022-10-13
