product_id,category_id,brand_name,product_name,mrp,cost_price,weight_g,length_cm,height_cm,width_cm,launch_month,selling_price,product_rating_avg
PROD004614,CAT017,Red Tape,Product_004614,5064.79,2763.82,3735,72.8,12.9,38.1,12,3630.85,3.2
PROD004615,CAT004,Nike,Product_004615,8684.53,5411.5,2599,29.4,50.6,34.6,10,7394.93,2.7
PROD004616,CAT034,Adidas,Product_004616,1738.58,1060.29,2442,34.9,56.8,52.5,10,1421.54,2.9
PROD004617,CAT036,Oneplus,Product_004617,434.44,282.04,2365,70.3,43.4,38.8,2,375.42,3.9
PROD004618,CAT021,Hp,Product_004618,1870.44,1114.32,2725,12.8,36.4,29.7,11,1671.41,3.6
PROD004619,CAT024,Airtel,Product_004619,5571.75,4403.66,1972,58.2,41.0,45.6,3,4912.04,2.8
PROD004620,CAT009,Adidas,Product_004620,1353.88,1052.14,1485,65.7,44.7,16.6,3,1212.55,4.6
PROD004621,CAT003,Crompton,Product_004621,1722.81,1165.03,1807,71.4,51.8,41.7,5,1493.48,3.8
PROD004622,CAT038,Mi,Product_004622,11699.5,7874.74,2680,21.4,40.2,47.0,1,8866.27,4.7
PROD004623,CAT020,Samsung,Product_004623,5337.52,3647.87,2164,55.9,32.8,39.8,1,4525.33,3.1
PROD004624,CAT011,Wild Stone,Product_004624,1639.58,1238.36,3262,11.4,12.6,14.5,1,1394.97,2.9
PROD004625,CAT028,Adidas,Product_004625,2260.5,1257.18,3508,69.6,23.7,32.8,4,1938.72,4.5
PROD004626,CAT002,Nike,Product_004626,11799.53,5882.32,5479,41.1,6.9,49.4,7,8810.65,4.2
PROD004627,CAT004,Dell,Product_004627,8648.03,6897.73,3422,51.8,44.3,26.6,2,7969.14,3.0
PROD004628,CAT010,Airtel,Product_004628,5341.57,2956.61,4067,68.9,59.6,56.0,2,4072.68,3.3
PROD004629,CAT019,Crompton,Product_004629,4977.88,3177.33,629,43.0,7.6,6.7,7,4453.19,3.2
PROD004630,CAT015,Adidas,Product_004630,7395.41,4581.9,4206,43.1,27.5,41.2,3,6441.16,4.1
PROD004631,CAT008,Fastrack,Product_004631,8448.38,5221.5,2848,39.8,42.6,17.0,6,6319.13,3.0
PROD004632,CAT015,Fastrack,Product_004632,3725.9,2568.74,4779,50.1,3.7,40.3,3,3255.29,2.7
PROD004633,CAT014,Mi,Product_004633,2962.69,1938.32,5343,58.8,27.5,57.2,9,2756.34,4.4
PROD004634,CAT021,Airtel,Product_004634,4207.6,2509.73,1344,65.4,48.1,36.2,9,3488.85,2.5
PROD004635,CAT023,Red Tape,Product_004635,1828.35,1181.2,5115,7.2,19.0,28.5,12,1634.85,3.9
PROD004636,CAT036,Philips,Product_004636,2421.09,1210.45,3727,31.1,40.3,52.1,12,1897.56,3.2
PROD004637,CAT033,Boat,Product_004637,5538.29,2970.17,4091,37.4,37.2,30.0,9,4440.61,3.5
PROD004638,CAT012,Oneplus,Product_004638,7720.75,4679.75,2651,12.4,42.6,35.6,2,6147.38,2.7
PROD004639,CAT037,Patanjali,Product_004639,4966.06,3740.29,2016,61.4,15.9,21.2,7,4481.81,2.9
PROD004640,CAT021,Fastrack,Product_004640,6142.23,3833.13,4420,44.2,11.8,34.8,2,4885.55,3.7
PROD004641,CAT008,Oneplus,Product_004641,9179.5,5276.22,219,5.1,3.0,44.1,9,7270.38,3.4
PROD004642,CAT014,Bajaj,Product_004642,8278.12,5176.59,3019,52.4,29.9,32.5,4,7239.92,3.5
PROD004643,CAT030,Philips,Product_004643,7068.46,4164.58,499,30.4,12.8,15.8,6,5237.44,2.5
PROD004644,CAT033,Dell,Product_004644,3905.86,1991.12,1475,59.5,39.8,5.1,8,3076.62,4.6
PROD004645,CAT015,Airtel,Product_004645,9606.66,5591.38,4016,18.5,33.9,16.2,5,7828.6,3.7
PROD004646,CAT007,Wild Stone,Product_004646,3634.39,1837.65,4176,5.1,50.4,51.6,5,2774.06,3.5
PROD004647,CAT008,Hp,Product_004647,3870.64,2509.85,4901,11.5,48.5,57.7,6,3155.09,4.5
PROD004648,CAT005,Boat,Product_004648,4231.89,2205.73,3963,38.0,23.0,35.5,4,3480.67,2.6
PROD004649,CAT028,Nike,Product_004649,5365.32,3514.11,3744,61.1,19.2,50.4,3,4785.36,3.5
PROD004650,CAT021,Dell,Product_004650,7634.8,4744.09,5204,50.3,6.8,6.6,2,6091.11,3.8
PROD004651,CAT019,Lakme,Product_004651,9065.06,6629.63,3002,6.1,45.9,51.8,1,7798.62,3.1
PROD004652,CAT027,Bajaj,Product_004652,3996.47,3073.2,3631,49.4,30.8,20.1,6,3759.88,3.1
PROD004653,CAT034,Boat,Product_004653,2389.41,1629.19,4788,41.2,21.5,13.8,8,1845.36,2.9
PROD004654,CAT032,Nike,Product_004654,1681.05,1268.35,4224,64.7,42.8,19.5,1,1577.62,4.1
PROD004655,CAT006,Lakme,Product_004655,3505.23,1973.6,4258,24.2,17.9,31.9,6,2800.4,4.0
PROD004656,CAT024,Philips,Product_004656,12090.93,7379.18,2998,58.9,29.7,36.9,8,11021.65,3.4
PROD004657,CAT036,Crompton,Product_004657,4362.3,2281.31,2950,52.4,27.3,4.4,11,3697.58,2.7
PROD004658,CAT031,Hp,Product_004658,3344.98,1747.73,3603,51.7,17.7,23.2,10,2557.86,2.9
PROD004659,CAT014,Dell,Product_004659,7234.52,4300.85,3883,35.4,47.8,43.5,7,6709.03,3.4
PROD004660,CAT016,Oneplus,Product_004660,3312.35,1940.4,3049,6.0,43.0,46.0,12,2271.15,3.1
PROD004661,CAT036,Samsung,Product_004661,2016.33,1146.38,1102,19.1,32.1,17.1,11,1612.88,4.2
PROD004662,CAT002,Boat,Product_004662,1855.31,1219.2,1441,68.3,42.1,17.8,4,1503.75,2.7
PROD004663,CAT022,Airtel,Product_004663,1491.99,964.15,2763,51.3,7.2,42.1,6,1145.19,3.4
PROD004664,CAT005,Oneplus,Product_004664,4257.57,2624.26,1202,48.4,26.9,38.1,10,3249.41,4.5
PROD004665,CAT036,Crompton,Product_004665,1782.54,1125.11,2387,44.4,36.8,31.8,9,1617.81,3.3
PROD004666,CAT002,Red Tape,Product_004666,803.88,468.99,895,10.8,24.8,34.6,7,623.19,4.3
PROD004667,CAT001,Patanjali,Product_004667,7745.69,4346.81,890,31.1,43.4,32.0,6,6536.25,3.2
PROD004668,CAT014,Crompton,Product_004668,4176.72,2661.03,4653,51.4,32.3,26.8,4,3543.82,4.0
PROD004669,CAT009,Oneplus,Product_004669,2580.7,1677.4,3028,14.4,24.2,48.1,7,2227.55,3.8
PROD004670,CAT020,Philips,Product_004670,2006.25,1188.24,4314,74.1,26.1,53.8,2,1721.11,3.7
PROD004671,CAT012,Fastrack,Product_004671,297.78,157.48,162,10.4,43.5,39.8,10,213.07,2.8
PROD004672,CAT015,Nike,Product_004672,4723.9,2655.13,1642,56.0,5.8,19.1,6,3917.04,2.6
PROD004673,CAT023,Tata,Product_004673,1308.98,1081.34,195,27.6,50.6,58.6,5,1209.73,2.8
PROD004674,CAT023,Patanjali,Product_004674,2304.96,1489.9,118,69.8,5.3,8.9,11,1957.47,4.2
PROD004675,CAT038,Hp,Product_004675,3002.63,1852.84,273,67.0,9.7,57.3,12,2410.6,4.8
PROD004676,CAT020,Oneplus,Product_004676,5221.96,2622.34,2916,30.0,49.0,35.1,12,4353.6,3.1
PROD004677,CAT023,Boat,Product_004677,1233.67,734.26,590,39.7,23.7,43.8,11,1121.77,3.1
PROD004678,CAT028,Hp,Product_004678,4266.18,2602.54,4411,76.9,28.6,27.7,6,3681.18,3.4
PROD004679,CAT007,Dell,Product_004679,3176.74,2389.61,2887,50.6,23.6,24.0,10,2685.58,3.3
PROD004680,CAT027,Airtel,Product_004680,3153.63,1655.86,1425,5.5,7.4,16.5,10,2276.45,4.0
PROD004681,CAT035,Crompton,Product_004681,6794.12,3545.05,4629,63.3,37.3,10.3,8,5432.42,3.5
PROD004682,CAT013,Philips,Product_004682,6024.22,3152.98,2852,32.1,42.0,21.5,3,4563.01,3.9
PROD004683,CAT008,Lakme,Product_004683,4853.58,2624.31,1994,25.7,13.0,18.3,3,3433.68,2.7
PROD004684,CAT014,Lakme,Product_004684,2816.15,2079.0,3167,67.4,45.6,33.9,9,2317.6,4.2
PROD004685,CAT012,Patanjali,Product_004685,1959.4,1164.05,3732,77.6,7.8,52.0,1,1563.88,4.3
PROD004686,CAT024,Fastrack,Product_004686,10875.14,7048.27,3118,9.7,46.9,8.7,1,10133.78,4.7
PROD004687,CAT035,Nike,Product_004687,3171.74,2409.77,5137,34.3,42.7,45.8,9,2822.9,4.0
PROD004688,CAT024,Tata,Product_004688,6830.36,4039.45,2011,26.0,54.9,19.0,6,5111.24,3.8
PROD004689,CAT006,Adidas,Product_004689,9749.75,6379.29,2314,72.3,49.2,39.9,11,8518.32,3.8
PROD004690,CAT013,Mi,Product_004690,1326.48,1017.83,4738,70.1,51.0,39.1,10,1147.19,2.7
PROD004691,CAT028,Oneplus,Product_004691,2551.1,1427.52,3542,72.6,57.5,45.3,4,2284.19,3.3
PROD004692,CAT014,Samsung,Product_004692,7946.92,6186.42,5318,8.2,51.0,4.9,5,7389.73,4.5
PROD004693,CAT024,Red Tape,Product_004693,12520.41,6651.46,4378,8.8,48.2,4.1,4,9728.26,4.5
PROD004694,CAT028,Mi,Product_004694,5265.55,3951.0,2870,46.4,13.4,13.4,2,4692.39,4.7
PROD004695,CAT014,Wild Stone,Product_004695,4479.09,3371.99,3527,17.5,45.8,58.9,4,3947.01,4.0
PROD004696,CAT026,Tata,Product_004696,1785.13,1381.46,2293,13.4,38.7,23.1,12,1616.18,3.0
PROD004697,CAT016,Adidas,Product_004697,9988.57,6398.87,789,24.5,57.8,39.0,12,7440.47,4.4
PROD004698,CAT006,Fastrack,Product_004698,2302.02,1461.61,2298,58.2,43.8,21.2,4,1792.42,3.8
PROD004699,CAT015,Fastrack,Product_004699,6890.35,3332.34,1620,55.4,17.1,31.3,7,5184.73,2.7
PROD004700,CAT018,Fastrack,Product_004700,4523.19,3006.32,3762,63.9,11.5,28.5,1,3769.14,2.6
PROD004701,CAT001,Philips,Product_004701,9237.08,4345.44,3714,9.7,18.3,14.5,3,7059.2,3.9
PROD004702,CAT036,Dell,Product_004702,3614.0,1919.87,5162,62.5,29.8,24.1,5,2733.97,4.0
PROD004703,CAT022,Boat,Product_004703,8659.85,5430.2,529,41.8,39.8,14.7,6,7254.57,3.2
PROD004704,CAT002,Wild Stone,Product_004704,6340.85,3977.77,2625,28.5,14.5,19.7,9,5758.32,4.7
PROD004705,CAT035,Wild Stone,Product_004705,13776.77,9871.94,2253,50.8,15.5,27.4,5,12000.0,2.9
PROD004706,CAT035,Bajaj,Product_004706,5174.23,3714.36,2948,65.0,19.5,48.6,5,4547.83,2.9
PROD004707,CAT001,Samsung,Product_004707,5367.26,3782.45,746,12.8,48.8,15.0,10,4242.42,3.3
PROD004708,CAT007,Tata,Product_004708,6445.5,4388.63,2754,65.5,23.2,15.0,11,6093.87,3.6
PROD004709,CAT015,Dell,Product_004709,1018.34,748.72,3648,47.7,6.5,17.9,8,846.36,3.6
PROD004710,CAT021,Bajaj,Product_004710,13111.35,10028.62,1794,51.5,33.6,48.2,3,12000.0,4.1
PROD004711,CAT030,Airtel,Product_004711,11697.87,7666.05,3612,70.9,2.3,17.8,6,9322.01,3.0
PROD004712,CAT017,Oneplus,Product_004712,5805.35,4788.47,1535,58.2,41.1,49.9,7,5340.55,3.7
PROD004713,CAT025,Samsung,Product_004713,4483.41,3504.57,2094,48.8,50.8,22.1,4,4211.8,3.7
PROD004714,CAT001,Samsung,Product_004714,5552.48,3513.09,4999,30.2,11.7,21.0,2,5128.06,4.6
PROD004715,CAT027,Red Tape,Product_004715,8791.15,4227.62,235,43.3,51.0,25.2,11,6992.63,4.4
PROD004716,CAT037,Red Tape,Product_004716,7744.03,6315.89,1573,67.7,41.4,29.1,2,7092.92,4.5
PROD004717,CAT022,Adidas,Product_004717,1585.35,1180.9,5153,79.7,7.7,27.5,2,1449.28,4.5
PROD004718,CAT019,Adidas,Product_004718,4054.02,3056.68,894,61.7,15.2,26.1,3,3622.6,2.7
PROD004719,CAT012,Adidas,Product_004719,15303.28,10055.68,2246,64.3,15.2,59.9,1,12000.0,3.7
PROD004720,CAT039,Nike,Product_004720,8033.78,5939.57,2552,57.5,13.9,42.8,3,7236.95,4.5
PROD004721,CAT002,Bajaj,Product_004721,7016.22,5460.51,3624,62.5,21.4,53.4,2,6615.25,4.4
PROD004722,CAT012,Nike,Product_004722,5625.38,3740.31,3404,23.2,54.6,54.0,8,4255.98,4.6
PROD004723,CAT006,Airtel,Product_004723,8701.58,5794.23,3485,36.8,15.0,27.9,11,6627.78,2.6
PROD004724,CAT035,Nike,Product_004724,2742.43,1770.74,5178,46.7,55.7,47.4,11,2480.84,3.5
PROD004725,CAT020,Airtel,Product_004725,4085.66,2203.74,2221,46.2,33.9,30.4,7,3616.9,2.8
PROD004726,CAT037,Red Tape,Product_004726,9458.83,5227.93,2745,49.8,32.0,37.3,11,8547.9,2.8
PROD004727,CAT027,Mi,Product_004727,7299.41,4232.46,5305,78.0,41.1,45.1,5,5766.36,3.8
PROD004728,CAT023,Samsung,Product_004728,1650.08,1247.44,792,69.1,48.7,36.6,8,1466.73,4.8
PROD004729,CAT021,Bajaj,Product_004729,2463.68,1583.14,5220,67.1,57.5,32.4,4,1853.18,4.2
PROD004730,CAT009,Oneplus,Product_004730,6111.43,3395.44,5221,67.3,2.2,4.7,5,4707.28,3.7
PROD004731,CAT023,Hp,Product_004731,6690.09,3766.26,5249,64.5,25.1,58.3,2,5454.53,4.4
PROD004732,CAT028,Tata,Product_004732,3314.42,2367.65,462,55.9,12.4,6.1,4,3148.55,4.0
PROD004733,CAT039,Adidas,Product_004733,10229.2,6609.68,3219,24.2,10.8,10.7,2,7778.26,2.7
PROD004734,CAT022,Bajaj,Product_004734,4740.71,1310.91,4626,69.2,10.5,6.4,4,3923.17,3.9
PROD004735,CAT038,Lakme,Product_004735,3419.79,2132.64,1794,26.0,43.2,39.1,9,2696.3,2.7
PROD004736,CAT038,Oneplus,Product_004736,7711.76,3848.42,3289,59.4,5.0,20.9,6,5994.97,3.4
PROD004737,CAT021,Philips,Product_004737,10063.43,6655.47,1485,13.3,50.5,54.1,11,9391.49,3.3
PROD004738,CAT018,Boat,Product_004738,1486.23,902.44,800,46.0,45.6,37.2,8,1177.15,4.8
PROD004739,CAT006,Philips,Product_004739,2971.52,1752.2,4702,28.9,25.7,47.8,12,2301.05,2.8
PROD004740,CAT011,Hp,Product_004740,2399.96,1524.34,5399,57.8,26.7,12.1,7,1795.05,4.4
PROD004741,CAT036,Fastrack,Product_004741,4872.83,3501.55,477,69.1,41.3,27.0,9,3980.61,3.2
PROD004742,CAT006,Hp,Product_004742,3830.45,2007.4,755,6.2,2.6,39.0,10,3185.64,3.6
PROD004743,CAT016,Mi,Product_004743,2920.21,1654.8,3278,13.6,24.5,14.5,3,2479.76,4.5
PROD004744,CAT028,Boat,Product_004744,2743.1,1561.89,566,74.4,12.4,25.4,2,2176.4,3.5
PROD004745,CAT010,Oneplus,Product_004745,10882.08,5652.7,3508,22.9,12.5,46.2,6,8205.17,4.1
PROD004746,CAT039,Mi,Product_004746,5086.79,2988.1,3985,59.8,33.9,42.2,2,4135.85,4.5
PROD004747,CAT026,Hp,Product_004747,7330.77,4013.66,2339,65.9,16.3,54.5,12,6555.95,3.0
PROD004748,CAT002,Lakme,Product_004748,2063.06,1211.72,4184,60.5,23.8,35.3,12,1955.0,3.3
PROD004749,CAT010,Wild Stone,Product_004749,1447.6,997.5,714,7.4,43.6,15.6,3,1171.45,3.9
PROD004750,CAT030,Wild Stone,Product_004750,3515.84,1693.71,1727,60.2,38.0,53.2,4,2685.12,3.4
PROD004751,CAT035,Red Tape,Product_004751,8333.25,6599.52,4461,77.1,21.1,57.9,3,7789.59,3.5
PROD004752,CAT038,Fastrack,Product_004752,3764.39,2227.7,577,32.7,4.9,31.2,12,3219.43,4.1
PROD004753,CAT035,Philips,Product_004753,11412.99,5935.78,1639,58.3,3.5,8.7,10,8568.22,4.5
PROD004754,CAT003,Adidas,Product_004754,6645.63,3488.73,3454,25.7,30.3,18.2,4,5535.7,3.4
PROD004755,CAT030,Airtel,Product_004755,12235.39,6620.62,1436,79.8,26.4,46.1,9,10961.67,3.1
PROD004756,CAT005,Dell,Product_004756,3199.95,1955.75,2697,20.6,48.2,4.0,1,2767.89,4.2
PROD004757,CAT004,Crompton,Product_004757,6660.41,4832.13,4621,27.9,6.8,20.5,2,5680.8,3.9
PROD004758,CAT028,Red Tape,Product_004758,7511.15,6063.17,1556,17.6,51.3,24.7,7,6921.53,4.2
PROD004759,CAT020,Mi,Product_004759,1973.25,977.7,2454,76.6,14.3,48.2,4,1580.83,4.7
PROD004760,CAT026,Lakme,Product_004760,9653.95,4791.18,199,47.9,22.3,28.5,3,7863.77,3.0
PROD004761,CAT035,Fastrack,Product_004761,6075.97,3162.41,3925,23.5,51.9,33.4,7,4882.98,4.2
PROD004762,CAT003,Bajaj,Product_004762,14798.85,9958.64,2017,15.1,50.6,41.6,11,12000.0,3.1
PROD004763,CAT022,Nike,Product_004763,8876.63,5565.47,4744,70.6,31.9,48.0,7,8413.85,3.1
PROD004764,CAT034,Hp,Product_004764,625.76,361.07,578,9.7,6.7,22.9,6,434.36,4.2
PROD004765,CAT018,Mi,Product_004765,3743.81,2272.91,4324,53.2,36.2,13.6,2,3396.24,3.2
PROD004766,CAT021,Dell,Product_004766,9668.53,7620.05,4494,50.8,46.2,14.2,6,8792.2,2.5
PROD004767,CAT020,Lakme,Product_004767,5014.67,4006.98,4291,62.9,17.2,13.0,11,4645.86,3.5
PROD004768,CAT037,Bajaj,Product_004768,3241.79,2043.81,4066,56.1,12.6,10.4,5,2551.3,3.3
PROD004769,CAT002,Mi,Product_004769,1951.41,1166.5,1384,67.7,30.8,28.7,11,1796.81,2.6
PROD004770,CAT036,Bajaj,Product_004770,3552.94,2029.67,2350,7.9,45.5,14.3,2,2841.31,3.3
PROD004771,CAT033,Tata,Product_004771,2083.86,1266.83,2184,37.3,31.3,47.8,8,1888.38,3.3
PROD004772,CAT033,Boat,Product_004772,3593.83,2653.77,1402,11.1,15.9,4.0,8,3310.78,3.7
PROD004773,CAT017,Boat,Product_004773,2264.31,1718.66,2755,35.4,52.4,57.4,4,2060.79,3.6
PROD004774,CAT021,Red Tape,Product_004774,3057.42,1633.92,3867,47.1,52.6,4.7,2,2542.51,2.9
PROD004775,CAT015,Lakme,Product_004775,4052.07,2832.65,2685,49.5,40.2,22.2,9,3258.22,4.1
PROD004776,CAT011,Crompton,Product_004776,7437.09,4247.81,5362,74.4,6.3,46.2,8,5749.24,4.6
PROD004777,CAT036,Fastrack,Product_004777,2511.4,1846.18,3927,74.1,15.5,52.8,5,2240.02,4.3
PROD004778,CAT021,Crompton,Product_004778,4501.53,3467.43,2491,28.2,37.9,8.9,5,4135.27,2.9
PROD004779,CAT029,Bajaj,Product_004779,1484.9,740.12,2281,57.4,47.3,48.9,11,1202.49,3.8
PROD004780,CAT005,Mi,Product_004780,6867.24,3793.0,3251,58.5,29.5,46.1,11,5356.03,2.9
PROD004781,CAT032,Tata,Product_004781,1544.37,816.17,2432,76.8,19.6,29.8,5,1350.3,3.4
PROD004782,CAT027,Lakme,Product_004782,10876.27,8259.59,1298,11.3,53.3,39.1,7,10127.69,4.5
PROD004783,CAT040,Dell,Product_004783,5817.26,3749.79,2914,51.3,24.1,24.6,5,4393.23,2.8
PROD004784,CAT006,Lakme,Product_004784,3471.22,1974.38,3733,35.5,55.1,21.5,11,3164.91,4.7
PROD004785,CAT022,Lakme,Product_004785,3056.81,1990.14,2036,31.0,32.9,5.9,6,2837.03,3.3
PROD004786,CAT021,Samsung,Product_004786,1201.99,734.63,1630,51.3,37.6,4.4,1,864.22,3.9
PROD004787,CAT022,Oneplus,Product_004787,1894.69,1135.55,1274,26.0,9.2,33.5,2,1477.11,3.6
PROD004788,CAT003,Crompton,Product_004788,1907.23,1209.29,2059,7.7,17.5,4.6,9,1449.08,3.8
PROD004789,CAT019,Airtel,Product_004789,6879.4,4878.18,1420,63.3,58.5,10.9,1,5915.17,3.9
PROD004790,CAT012,Airtel,Product_004790,4661.07,3058.79,4221,11.5,43.7,9.4,7,3861.68,2.7
PROD004791,CAT025,Nike,Product_004791,4629.1,2845.89,3549,29.6,29.7,39.5,7,3787.44,3.0
PROD004792,CAT010,Wild Stone,Product_004792,9726.09,6138.25,1649,49.6,32.2,41.5,3,7594.91,4.2
PROD004793,CAT018,Philips,Product_004793,10595.61,7255.96,5456,51.8,7.1,46.2,8,9122.75,4.2
PROD004794,CAT025,Mi,Product_004794,9162.3,5832.63,3587,55.0,47.4,58.5,2,7360.87,3.8
PROD004795,CAT003,Oneplus,Product_004795,2371.7,1558.06,869,79.6,6.1,58.9,12,2210.34,4.7
PROD004796,CAT032,Wild Stone,Product_004796,4714.53,2401.93,4578,35.1,24.4,15.6,9,3947.62,2.6
PROD004797,CAT029,Patanjali,Product_004797,3885.05,2637.72,4170,15.3,25.8,23.7,2,3600.75,4.6
PROD004798,CAT003,Philips,Product_004798,5224.59,2851.09,2800,15.3,37.0,35.4,5,4646.21,3.5
PROD004799,CAT003,Mi,Product_004799,3171.69,2064.27,1361,43.3,26.1,6.5,11,2787.07,4.6
PROD004800,CAT035,Samsung,Product_004800,6599.27,3855.55,4479,33.8,57.7,14.8,1,5215.68,3.6
PROD004801,CAT012,Oneplus,Product_004801,9290.98,4849.53,772,73.5,48.3,51.8,4,7419.54,4.3
PROD004802,CAT035,Samsung,Product_004802,4828.98,3165.74,2357,43.3,57.6,26.9,9,3790.04,4.8
PROD004803,CAT020,Bajaj,Product_004803,2673.4,2029.74,4514,38.9,32.1,31.1,7,2501.95,4.5
PROD004804,CAT014,Mi,Product_004804,6396.32,3643.07,4428,69.7,19.5,45.2,4,4744.43,2.7
PROD004805,CAT011,Oneplus,Product_004805,4852.33,2936.19,3501,64.7,58.9,49.3,2,3728.38,4.3
PROD004806,CAT027,Dell,Product_004806,8241.95,6784.57,142,58.5,6.7,52.4,4,7729.3,3.6
PROD004807,CAT005,Patanjali,Product_004807,1823.42,964.11,1899,44.6,55.8,54.1,6,1405.09,3.2
PROD004808,CAT017,Philips,Product_004808,10344.47,5518.41,4707,22.6,7.6,20.5,1,8131.93,4.1
PROD004809,CAT014,Oneplus,Product_004809,5015.22,2676.21,3995,47.6,48.8,40.3,8,4085.62,3.5
PROD004810,CAT007,Lakme,Product_004810,549.75,406.68,4477,13.7,47.2,10.2,6,509.72,3.9
PROD004811,CAT015,Philips,Product_004811,1378.49,890.48,440,45.3,40.3,58.3,4,1166.57,4.3
PROD004812,CAT022,Mi,Product_004812,2214.07,1102.97,5180,68.9,47.4,19.0,11,1514.35,4.4
PROD004813,CAT028,Patanjali,Product_004813,1932.56,1001.14,1337,43.6,7.1,25.9,11,1513.19,3.6
PROD004814,CAT004,Red Tape,Product_004814,6850.91,4635.66,1894,10.1,23.7,56.1,11,5386.12,3.5
PROD004815,CAT035,Bajaj,Product_004815,3858.2,2444.34,4639,7.3,21.5,39.3,12,3535.89,3.5
PROD004816,CAT036,Oneplus,Product_004816,5028.38,2917.87,2294,69.5,58.9,20.1,4,3904.66,4.1
PROD004817,CAT028,Dell,Product_004817,8946.14,6323.6,3573,21.8,29.4,8.8,5,8333.1,4.7
PROD004818,CAT037,Crompton,Product_004818,4489.04,2589.43,3083,44.4,4.9,31.4,4,3740.36,3.1
PROD004819,CAT018,Red Tape,Product_004819,3139.54,2074.11,4777,63.3,17.0,37.1,3,2524.71,3.2
PROD004820,CAT033,Fastrack,Product_004820,5868.39,3655.55,943,24.0,51.0,41.4,11,4526.31,4.0
PROD004821,CAT030,Fastrack,Product_004821,944.24,657.78,628,60.3,53.7,13.2,5,794.19,3.5
PROD004822,CAT023,Tata,Product_004822,8401.08,5858.54,3515,10.6,55.8,43.5,9,7493.89,2.6
PROD004823,CAT008,Crompton,Product_004823,3165.69,1951.6,4661,61.1,10.4,24.3,12,2644.25,2.7
PROD004824,CAT023,Airtel,Product_004824,8582.73,5604.59,5085,9.8,41.9,56.9,3,7628.67,3.9
PROD004825,CAT037,Lakme,Product_004825,10242.7,6906.56,2260,25.8,25.3,40.6,4,8474.72,3.4
PROD004826,CAT040,Patanjali,Product_004826,616.36,369.74,4068,24.3,44.7,55.4,11,518.49,3.9
PROD004827,CAT018,Airtel,Product_004827,5057.03,2879.4,2210,71.9,49.8,5.7,5,3938.03,4.2
PROD004828,CAT010,Oneplus,Product_004828,1632.89,944.64,1822,45.1,17.2,54.6,11,1455.3,3.3
PROD004829,CAT030,Wild Stone,Product_004829,13319.95,9646.67,231,68.2,31.0,53.2,7,12000.0,3.8
PROD004830,CAT004,Boat,Product_004830,2521.88,1317.95,1451,48.7,21.0,32.6,5,2115.22,3.5
PROD004831,CAT007,Adidas,Product_004831,5313.38,4475.34,1019,65.5,28.4,58.7,6,4988.38,4.6
PROD004832,CAT023,Adidas,Product_004832,6720.53,3863.17,1551,46.4,18.9,46.0,11,6006.9,4.7
PROD004833,CAT040,Red Tape,Product_004833,3927.99,2428.92,1659,38.7,21.7,59.7,1,3397.59,4.1
PROD004834,CAT014,Samsung,Product_004834,3639.98,2042.69,4738,54.3,17.8,46.4,8,3042.73,3.4
PROD004835,CAT018,Philips,Product_004835,1971.9,1198.31,1198,26.5,19.3,55.3,11,1743.76,4.7
PROD004836,CAT013,Nike,Product_004836,8172.55,4674.23,4524,73.9,35.5,15.0,11,6708.76,3.3
PROD004837,CAT018,Samsung,Product_004837,7330.02,4550.84,4740,73.1,36.8,15.0,7,5580.42,3.7
PROD004838,CAT001,Hp,Product_004838,4803.89,2585.95,2604,10.5,55.4,32.4,5,3959.95,4.7
PROD004839,CAT024,Adidas,Product_004839,1731.31,1035.01,4012,73.8,24.7,44.8,12,1523.97,3.9
PROD004840,CAT024,Fastrack,Product_004840,5283.17,3116.53,1820,18.6,40.1,18.8,5,4944.04,3.4
PROD004841,CAT013,Nike,Product_004841,6939.29,4448.77,196,56.1,58.0,27.3,5,6360.49,2.6
PROD004842,CAT011,Wild Stone,Product_004842,6418.93,4648.76,3932,66.7,29.0,13.7,7,5268.48,4.3
PROD004843,CAT031,Lakme,Product_004843,2401.9,1366.44,3375,23.1,47.2,55.8,6,1913.69,2.7
PROD004844,CAT008,Tata,Product_004844,2855.98,2234.58,2591,13.4,58.2,45.7,4,2681.92,2.7
PROD004845,CAT002,Wild Stone,Product_004845,1516.89,1013.19,4953,61.7,47.8,6.1,5,1371.93,3.0
PROD004846,CAT002,Patanjali,Product_004846,1920.41,1231.77,4027,38.2,6.7,5.3,7,1676.15,4.0
PROD004847,CAT036,Lakme,Product_004847,2750.31,2033.31,2398,41.5,13.2,59.7,2,2400.06,4.6
PROD004848,CAT015,Oneplus,Product_004848,3998.66,1817.81,388,62.1,19.1,26.2,7,2989.6,2.5
PROD004849,CAT005,Patanjali,Product_004849,1174.9,908.79,4831,24.0,41.8,37.7,9,1057.39,4.1
PROD004850,CAT036,Boat,Product_004850,12825.07,8946.75,5417,12.3,40.9,57.1,3,12000.0,3.7
PROD004851,CAT006,Lakme,Product_004851,2590.43,1580.69,3526,76.8,10.0,57.5,3,2241.04,3.9
PROD004852,CAT014,Airtel,Product_004852,6261.15,5007.68,4248,57.5,28.1,9.4,11,5742.42,4.1
PROD004853,CAT001,Lakme,Product_004853,12730.28,8213.54,2833,53.9,26.5,39.6,11,11700.9,4.0
PROD004854,CAT028,Airtel,Product_004854,7655.25,5833.73,1378,30.0,42.0,59.6,2,6530.47,4.4
